Job Id,Job Title,Job Description,Job Type,Categories,Location,City,State,Country,Zip Code,Address,Remote,Salary From,Salary To,Salary Period,Apply URL,Apply Email,Posting Date,Expiration Date,Applications,Status,Views,Employer Email,Full Name,Company Name,Employer Website,Employer Phone,Employer Logo,Company Description
12301,Sr. Account Manager,"<div class=""job-details__section job-details__section-apply-button font-family-secondary theme-color-1"" data-bind=""
            class: customizationParams.commonParams.cssClass,
            attr: { id: customizationParams.commonParams.cssId },
            customStyles: customizationParams.commonParams,
        "">
 <button class=""button apply-now-button theme-color-1 apply-now-button--apply-now"" data-bind=""click: click, enable: isEnable,
        class: buttonStatusClass"">
  <span class=""button__label"" data-bind=""i18n: label"">
   Apply Now
  </span>
 </button>
 <!-- ko if: isAdminMode -->
 <!-- /ko -->
 <!-- ko if: showIndeedButton() -->
 <!-- /ko -->
</div>
",,Diagnostic,"Oak Brook, IL, United States",Oak Brook,IL,United States,,"2015 Spring Road, Oak Brook, IL, 60523-3909, US",False,,,,https://eftx.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1007/job/12301/?keyword=sales&lastSelectedFacet=LOCATIONS&mode=location&selectedLocationsFacet=300000000229164,,"03/18/2024, 01:16 PM",,,,,msh@mshsotera.com,,Sotera,https://eftx.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1007,,https://soterahealth.com/wp-content/uploads/2023/05/careers-logo.png,"Sotera Health is driven by its mission, Safeguarding Global Health®. Along with our three best-in-class businesses – Sterigenics®, Nordion® and Nelson Labs® – we are a leading global provider of mission-critical end-to-end sterilization solutions and lab testing and advisory services for the healthcare industry."
12410,Account Manager,"<div class=""job-details__section job-details__section-apply-button font-family-secondary theme-color-1"" data-bind=""
            class: customizationParams.commonParams.cssClass,
            attr: { id: customizationParams.commonParams.cssId },
            customStyles: customizationParams.commonParams,
        "">
 <button class=""button apply-now-button theme-color-1 apply-now-button--apply-now"" data-bind=""click: click, enable: isEnable,
        class: buttonStatusClass"">
  <span class=""button__label"" data-bind=""i18n: label"">
   Apply Now
  </span>
 </button>
 <!-- ko if: isAdminMode -->
 <!-- /ko -->
 <!-- ko if: showIndeedButton() -->
 <!-- /ko -->
</div>
",,Diagnostic,"Oak Brook, IL, United States",Oak Brook,IL,United States,,"2015 Spring Road, Oak Brook, IL, 60523-3909, US",False,,,,https://eftx.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1007/job/12410/?keyword=sales&lastSelectedFacet=LOCATIONS&mode=location&selectedLocationsFacet=300000000229164,,"05/15/2024, 07:12 AM",,,,,msh@mshsotera.com,,Sotera,https://eftx.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1007,,https://soterahealth.com/wp-content/uploads/2023/05/careers-logo.png,"Sotera Health is driven by its mission, Safeguarding Global Health®. Along with our three best-in-class businesses – Sterigenics®, Nordion® and Nelson Labs® – we are a leading global provider of mission-critical end-to-end sterilization solutions and lab testing and advisory services for the healthcare industry."
12212,Principal Scientist,"<div class=""job-details__section job-details__section-apply-button font-family-secondary theme-color-1"" data-bind=""
            class: customizationParams.commonParams.cssClass,
            attr: { id: customizationParams.commonParams.cssId },
            customStyles: customizationParams.commonParams,
        "">
 <button class=""button apply-now-button theme-color-1 apply-now-button--apply-now"" data-bind=""click: click, enable: isEnable,
        class: buttonStatusClass"">
  <span class=""button__label"" data-bind=""i18n: label"">
   Apply Now
  </span>
 </button>
 <!-- ko if: isAdminMode -->
 <!-- /ko -->
 <!-- ko if: showIndeedButton() -->
 <!-- /ko -->
</div>
",,Diagnostic,"Oak Brook, IL, United States",Oak Brook,IL,United States,,"2015 Spring Road, Oak Brook, IL, 60523-3909, US",False,,,,https://eftx.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1007/job/12212/?keyword=sales&lastSelectedFacet=LOCATIONS&mode=location&selectedLocationsFacet=300000000229164,,"02/23/2024, 05:58 AM",,,,,msh@mshsotera.com,,Sotera,https://eftx.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1007,,https://soterahealth.com/wp-content/uploads/2023/05/careers-logo.png,"Sotera Health is driven by its mission, Safeguarding Global Health®. Along with our three best-in-class businesses – Sterigenics®, Nordion® and Nelson Labs® – we are a leading global provider of mission-critical end-to-end sterilization solutions and lab testing and advisory services for the healthcare industry."
12131,Validation Engineer,"<div class=""job-details__section job-details__section-tags"" data-bind=""
            class: customizationParams.commonParams.cssClass,
            attr: { id: customizationParams.commonParams.cssId },
            customStyles: customizationParams.commonParams,
        "">
 <job-tags params=""jobTags: jobTags"">
  <span class=""job-tags"">
   <!-- ko foreach: { data: jobTags, as: 'tag' } -->
   <!-- ko if: tag.isVisible() -->
   <!-- /ko -->
   <!-- ko if: tag.isVisible() -->
   <tag params=""className: tag.className, label: tag.label"">
    <div class=""job-tag job-tag--trending-job"" data-bind=""class: `job-tag--${className}`"">
     <em class=""job-tag__icon icon-trending-job"" data-bind=""class: `icon-${className}`"">
     </em>
     <span class=""job-tag__title"" data-bind=""text: label"">
      Trending
     </span>
    </div>
   </tag>
   <!-- /ko -->
   <!-- ko if: tag.isVisible() -->
   <!-- /ko -->
   <!-- /ko -->
  </span>
 </job-tags>
</div>
",,Diagnostic,"Atlanta, GA, United States",Atlanta,GA,United States,,"2971 Olympic Industrial Dr SE, Atlanta, GA, 30339-1966, US",False,,,,https://eftx.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1007/job/12131/?keyword=sales&lastSelectedFacet=LOCATIONS&mode=location&selectedLocationsFacet=300000000229164,,"01/12/2024, 12:49 PM",,,,,msh@mshsotera.com,,Sotera,https://eftx.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1007,,https://soterahealth.com/wp-content/uploads/2023/05/careers-logo.png,"Sotera Health is driven by its mission, Safeguarding Global Health®. Along with our three best-in-class businesses – Sterigenics®, Nordion® and Nelson Labs® – we are a leading global provider of mission-critical end-to-end sterilization solutions and lab testing and advisory services for the healthcare industry."
12449,Validation Engineer,"<div class=""job-details__section job-details__section-apply-button font-family-secondary theme-color-1"" data-bind=""
            class: customizationParams.commonParams.cssClass,
            attr: { id: customizationParams.commonParams.cssId },
            customStyles: customizationParams.commonParams,
        "">
 <button class=""button apply-now-button theme-color-1 apply-now-button--apply-now"" data-bind=""click: click, enable: isEnable,
        class: buttonStatusClass"">
  <span class=""button__label"" data-bind=""i18n: label"">
   Apply Now
  </span>
 </button>
 <!-- ko if: isAdminMode -->
 <!-- /ko -->
 <!-- ko if: showIndeedButton() -->
 <!-- /ko -->
</div>
",,Diagnostic,"Haw River, NC, United States",Haw River,NC,United States,,"1148 Porter Ave, Haw River, NC, 27258, US",False,,,,https://eftx.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1007/job/12449/?keyword=sales&lastSelectedFacet=LOCATIONS&mode=location&selectedLocationsFacet=300000000229164,,"05/17/2024, 01:40 PM",,,,,msh@mshsotera.com,,Sotera,https://eftx.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1007,,https://soterahealth.com/wp-content/uploads/2023/05/careers-logo.png,"Sotera Health is driven by its mission, Safeguarding Global Health®. Along with our three best-in-class businesses – Sterigenics®, Nordion® and Nelson Labs® – we are a leading global provider of mission-critical end-to-end sterilization solutions and lab testing and advisory services for the healthcare industry."
12272,"Manager, Corp Development & Strategy","<div class=""job-details__section job-details__section-apply-button font-family-secondary theme-color-1"" data-bind=""
            class: customizationParams.commonParams.cssClass,
            attr: { id: customizationParams.commonParams.cssId },
            customStyles: customizationParams.commonParams,
        "">
 <button class=""button apply-now-button theme-color-1 apply-now-button--apply-now"" data-bind=""click: click, enable: isEnable,
        class: buttonStatusClass"">
  <span class=""button__label"" data-bind=""i18n: label"">
   Apply Now
  </span>
 </button>
 <!-- ko if: isAdminMode -->
 <!-- /ko -->
 <!-- ko if: showIndeedButton() -->
 <!-- /ko -->
</div>
",,Diagnostic,"Broadview Heights, OH, United States",Broadview Heights,OH,United States,,"9100 South Hills Blvd, Broadview Heights, OH, 44147, US",False,,,,https://eftx.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1007/job/12272/?keyword=sales&lastSelectedFacet=LOCATIONS&mode=location&selectedLocationsFacet=300000000229164,,"03/19/2024, 05:24 AM",,,,,msh@mshsotera.com,,Sotera,https://eftx.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1007,,https://soterahealth.com/wp-content/uploads/2023/05/careers-logo.png,"Sotera Health is driven by its mission, Safeguarding Global Health®. Along with our three best-in-class businesses – Sterigenics®, Nordion® and Nelson Labs® – we are a leading global provider of mission-critical end-to-end sterilization solutions and lab testing and advisory services for the healthcare industry."
12489,General Manager,"<div class=""job-details__section job-details__section-apply-button font-family-secondary theme-color-1"" data-bind=""
            class: customizationParams.commonParams.cssClass,
            attr: { id: customizationParams.commonParams.cssId },
            customStyles: customizationParams.commonParams,
        "">
 <button class=""button apply-now-button theme-color-1 apply-now-button--apply-now"" data-bind=""click: click, enable: isEnable,
        class: buttonStatusClass"">
  <span class=""button__label"" data-bind=""i18n: label"">
   Apply Now
  </span>
 </button>
 <!-- ko if: isAdminMode -->
 <!-- /ko -->
 <!-- ko if: showIndeedButton() -->
 <!-- /ko -->
</div>
",,Diagnostic,"Fort Worth, TX, United States",Fort Worth,TX,United States,,"3125 Wichita Ct, Fort Worth, TX, 76140-1755, US",False,,,,https://eftx.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1007/job/12489/?keyword=sales&lastSelectedFacet=LOCATIONS&mode=location&selectedLocationsFacet=300000000229164,,"05/31/2024, 05:11 AM",,,,,msh@mshsotera.com,,Sotera,https://eftx.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1007,,https://soterahealth.com/wp-content/uploads/2023/05/careers-logo.png,"Sotera Health is driven by its mission, Safeguarding Global Health®. Along with our three best-in-class businesses – Sterigenics®, Nordion® and Nelson Labs® – we are a leading global provider of mission-critical end-to-end sterilization solutions and lab testing and advisory services for the healthcare industry."
12303,Validation Technician,"<div class=""job-details__section job-details__section-apply-button font-family-secondary theme-color-1"" data-bind=""
            class: customizationParams.commonParams.cssClass,
            attr: { id: customizationParams.commonParams.cssId },
            customStyles: customizationParams.commonParams,
        "">
 <button class=""button apply-now-button theme-color-1 apply-now-button--apply-now"" data-bind=""click: click, enable: isEnable,
        class: buttonStatusClass"">
  <span class=""button__label"" data-bind=""i18n: label"">
   Apply Now
  </span>
 </button>
 <!-- ko if: isAdminMode -->
 <!-- /ko -->
 <!-- ko if: showIndeedButton() -->
 <!-- /ko -->
</div>
",,Diagnostic,"Atlanta, GA, United States",Atlanta,GA,United States,,"2971 Olympic Industrial Dr SE, Atlanta, GA, 30339-1966, US",False,,,,https://eftx.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1007/job/12303/?keyword=sales&lastSelectedFacet=LOCATIONS&mode=location&selectedLocationsFacet=300000000229164,,"03/20/2024, 11:29 AM",,,,,msh@mshsotera.com,,Sotera,https://eftx.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1007,,https://soterahealth.com/wp-content/uploads/2023/05/careers-logo.png,"Sotera Health is driven by its mission, Safeguarding Global Health®. Along with our three best-in-class businesses – Sterigenics®, Nordion® and Nelson Labs® – we are a leading global provider of mission-critical end-to-end sterilization solutions and lab testing and advisory services for the healthcare industry."
12488,Electrical Engineer,"<div class=""job-details__section job-details__section-apply-button font-family-secondary theme-color-1"" data-bind=""
            class: customizationParams.commonParams.cssClass,
            attr: { id: customizationParams.commonParams.cssId },
            customStyles: customizationParams.commonParams,
        "">
 <button class=""button apply-now-button theme-color-1 apply-now-button--apply-now"" data-bind=""click: click, enable: isEnable,
        class: buttonStatusClass"">
  <span class=""button__label"" data-bind=""i18n: label"">
   Apply Now
  </span>
 </button>
 <!-- ko if: isAdminMode -->
 <!-- /ko -->
 <!-- ko if: showIndeedButton() -->
 <!-- /ko -->
</div>
",,Diagnostic,"Oak Brook, IL, United States",Oak Brook,IL,United States,,"2015 Spring Road, Oak Brook, IL, 60523-3909, US",False,,,,https://eftx.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1007/job/12488/?keyword=sales&lastSelectedFacet=LOCATIONS&mode=location&selectedLocationsFacet=300000000229164,,"06/03/2024, 06:34 AM",,,,,msh@mshsotera.com,,Sotera,https://eftx.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1007,,https://soterahealth.com/wp-content/uploads/2023/05/careers-logo.png,"Sotera Health is driven by its mission, Safeguarding Global Health®. Along with our three best-in-class businesses – Sterigenics®, Nordion® and Nelson Labs® – we are a leading global provider of mission-critical end-to-end sterilization solutions and lab testing and advisory services for the healthcare industry."
12251,Tax Accountant - New Graduate,"<div class=""job-details__section job-details__section-apply-button font-family-secondary theme-color-1"" data-bind=""
            class: customizationParams.commonParams.cssClass,
            attr: { id: customizationParams.commonParams.cssId },
            customStyles: customizationParams.commonParams,
        "">
 <button class=""button apply-now-button theme-color-1 apply-now-button--apply-now"" data-bind=""click: click, enable: isEnable,
        class: buttonStatusClass"">
  <span class=""button__label"" data-bind=""i18n: label"">
   Apply Now
  </span>
 </button>
 <!-- ko if: isAdminMode -->
 <!-- /ko -->
 <!-- ko if: showIndeedButton() -->
 <!-- /ko -->
</div>
",,Diagnostic,"Oak Brook, IL, United States",Oak Brook,IL,United States,,"2015 Spring Road, Oak Brook, IL, 60523-3909, US",False,,,,https://eftx.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1007/job/12251/?keyword=sales&lastSelectedFacet=LOCATIONS&mode=location&selectedLocationsFacet=300000000229164,,"02/28/2024, 02:37 PM",,,,,msh@mshsotera.com,,Sotera,https://eftx.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1007,,https://soterahealth.com/wp-content/uploads/2023/05/careers-logo.png,"Sotera Health is driven by its mission, Safeguarding Global Health®. Along with our three best-in-class businesses – Sterigenics®, Nordion® and Nelson Labs® – we are a leading global provider of mission-critical end-to-end sterilization solutions and lab testing and advisory services for the healthcare industry."
